Date,Open,High,Low,Close,Adj Close,Volume
26-Oct-18,119.7,120.25,118.27,119.3,89.78,"9,170,282"
25-Oct-18,121.65,122.17,119.64,120.89,90.98,"10,778,298"
24-Oct-18,125.4,125.9,121.41,121.62,91.53,"5,972,974"
23-Oct-18,123.35,126.1,122.76,125.44,94.4,"6,760,926"
22-Oct-18,123.88,124.7,122.75,124.3,93.55,"5,982,597"
19-Oct-18,124.9,126.09,122.33,123.42,92.89,"8,150,014"
18-Oct-18,126.89,127.53,124.32,124.81,93.93,"10,472,238"
17-Oct-18,129.91,131.12,127.55,128.15,96.45,"20,359,344"
16-Oct-18,136.64,139.05,135.35,138.74,104.41,"9,095,493"
15-Oct-18,134.21,136,133.98,134.92,101.54,"5,193,913"
12-Oct-18,134.91,135.32,132.96,134.66,101.34,"6,865,316"
11-Oct-18,136.35,137.85,132.68,132.91,100.02,"9,111,183"
10-Oct-18,141.01,141.2,136.23,136.41,102.66,"5,802,894"
9-Oct-18,141.57,141.84,140.47,140.76,105.94,"3,809,950"
8-Oct-18,141.97,142.51,140.71,141.86,106.76,"3,388,308"
5-Oct-18,144.26,145.11,141.37,142.48,107.23,"4,813,901"
4-Oct-18,145.02,146.08,143.75,144.66,108.87,"4,432,843"
3-Oct-18,147.23,147.57,146.08,146.48,110.24,"3,467,804"
2-Oct-18,146.26,147.07,145.79,146.99,110.62,"3,169,275"
1-Oct-18,145.04,146.67,145.04,146.27,110.08,"3,930,240"
28-Sep-18,144.51,144.96,144.16,144.56,108.79,"3,457,867"
27-Sep-18,145.33,145.69,144.51,144.84,109,"3,637,570"
26-Sep-18,145.7,146.61,144.68,144.94,109.08,"7,742,387"
25-Sep-18,143.32,143.8,141.84,142.36,107.14,"4,599,785"
24-Sep-18,144.46,144.55,142.89,143.43,107.94,"4,461,190"
21-Sep-18,144.82,145.89,144.11,144.69,108.89,"20,865,085"
20-Sep-18,143,144.72,142.87,144.5,108.75,"6,226,001"
19-Sep-18,142.09,143.37,141.71,142.5,107.25,"4,441,525"
18-Sep-18,141.26,142.44,140.98,142.03,106.89,"3,796,352"
17-Sep-18,141.91,142.51,141.27,141.43,106.44,"3,715,287"
14-Sep-18,142.3,142.73,141.28,141.81,106.72,"3,610,897"
13-Sep-18,140.87,142.45,140.65,142.4,107.17,"5,592,439"
12-Sep-18,139.93,141.47,139.61,140.12,105.46,"4,714,008"
11-Sep-18,139.58,140.53,138.86,140.05,105.4,"3,529,936"
10-Sep-18,140.15,140.82,139.16,139.24,104.79,"3,784,742"
7-Sep-18,139.52,140.06,138.74,139.05,104.65,"4,908,983"
6-Sep-18,140.42,141.17,139.14,139.95,105.33,"4,444,245"
5-Sep-18,138.8,140.3,138.67,140.21,105.52,"3,270,319"
4-Sep-18,139.56,139.76,138.44,139.27,104.81,"3,479,205"
31-Aug-18,139.31,140.33,139.14,140.04,105.39,"3,648,971"
30-Aug-18,140.56,140.82,138.86,139.51,104.99,"3,494,058"
29-Aug-18,140.41,141.42,140.15,141.05,106.15,"3,298,875"
28-Aug-18,140.49,140.53,139.76,140.14,105.47,"2,568,244"
27-Aug-18,140.48,141.13,140.08,140.24,105.54,"3,652,214"
24-Aug-18,139.06,139.67,138.5,139.62,105.07,"2,904,324"
23-Aug-18,138.66,139.12,138.38,138.98,104.59,"2,322,538"
22-Aug-18,139.59,139.73,138.8,138.85,104.5,"2,498,894"
21-Aug-18,140.54,140.65,139.47,139.55,105.02,"3,249,817"
20-Aug-18,139.93,140.69,139.72,140.07,105.41,"2,614,686"
17-Aug-18,138.42,139.95,138.33,139.64,105.09,"2,801,816"
16-Aug-18,138.02,139.27,138.02,138.95,104.57,"5,492,232"
15-Aug-18,136.28,137.67,135.76,137.58,103.54,"4,436,609"
14-Aug-18,136.71,137.5,136.64,137.06,103.15,"2,991,560"
13-Aug-18,137.81,137.95,136.26,136.43,102.68,"2,989,991"
10-Aug-18,138.15,138.69,137.55,138.13,103.95,"3,141,243"
9-Aug-18,139.13,139.52,138.37,138.4,104.16,"3,235,801"
8-Aug-18,140.85,140.95,139.81,140.43,104.56,"3,745,831"
7-Aug-18,140.2,141.15,139.91,140.54,104.64,"3,670,205"
6-Aug-18,140.49,140.73,139.17,139.61,103.94,"4,093,730"
3-Aug-18,136.94,141.41,136.71,141.2,105.13,"8,424,066"
2-Aug-18,136.58,137.06,136.07,136.67,101.76,"4,018,104"
1-Aug-18,138.39,138.8,137.04,137.19,102.14,"3,544,266"
31-Jul-18,139.33,139.39,137.82,138.56,103.16,"5,726,013"
30-Jul-18,138.43,139.81,138.33,139.09,103.56,"3,774,177"
27-Jul-18,140.43,140.67,138.3,138.77,103.32,"3,921,768"
26-Jul-18,140.95,142.71,140.18,140.26,104.43,"4,997,788"
25-Jul-18,139.59,140.2,139.1,140.17,104.36,"3,797,921"
24-Jul-18,140.25,140.57,139.5,139.94,104.19,"4,070,614"
23-Jul-18,139.91,140.25,138.63,139.29,103.71,"4,077,203"
20-Jul-18,142.05,142.31,139.83,139.91,104.17,"6,709,672"
19-Jul-18,141.35,143.92,140.77,142.68,106.23,"15,329,967"
18-Jul-18,137.2,138.43,136.46,138.16,102.87,"7,254,324"
17-Jul-18,138.38,138.62,137.04,137.18,102.14,"5,331,148"
16-Jul-18,139.26,139.38,137.87,139.06,103.54,"3,628,365"
13-Jul-18,140.01,140.52,139.39,139.48,103.85,"3,203,480"
12-Jul-18,139.44,140.37,139.33,140.01,104.24,"3,262,997"
11-Jul-18,137.67,139.76,137.67,138.57,103.17,"3,688,824"
10-Jul-18,138.15,139.19,137.92,138.35,103,"3,950,742"
9-Jul-18,136.32,138.36,136.2,138.04,102.78,"4,084,316"
6-Jul-18,135.31,136.65,134.96,136.21,101.42,"2,980,054"
5-Jul-18,134.3,135.21,133.78,135.21,100.67,"3,916,956"
3-Jul-18,134.46,134.74,133.24,133.43,99.35,"2,053,507"
2-Jul-18,132.2,134.05,132.12,133.71,99.55,"3,562,048"
29-Jun-18,134.15,135.14,133.47,133.56,99.44,"3,880,765"
28-Jun-18,132.03,134.36,131.88,133.88,99.68,"4,731,790"
27-Jun-18,132.99,133.63,131.41,131.43,97.86,"4,290,483"
26-Jun-18,133.23,133.7,132.25,132.96,99,"4,329,917"
25-Jun-18,134.23,134.23,132.2,132.69,98.79,"9,348,207"
22-Jun-18,135.41,135.57,134.59,135.07,100.56,"5,869,420"
21-Jun-18,136.32,136.85,134.64,135.04,100.54,"4,066,534"
20-Jun-18,137.88,138.16,136.15,136.36,101.52,"3,483,075"
19-Jun-18,136.83,137.88,136.66,137.57,102.43,"3,647,402"
18-Jun-18,137.84,138.16,136.85,138.13,102.84,"4,483,574"
15-Jun-18,138.53,139.07,137.38,139,103.49,"9,535,336"
14-Jun-18,140.2,140.52,138.71,138.81,103.35,"3,479,310"
13-Jun-18,140.33,140.98,139.77,139.91,104.17,"3,104,737"
12-Jun-18,140.63,141.03,140.17,140.41,104.54,"2,761,963"
11-Jun-18,140.17,140.93,139.71,140.13,104.34,"3,409,960"
8-Jun-18,138.62,139.99,138.02,139.71,104.02,"5,450,183"
7-Jun-18,138.62,140.25,138.56,138.97,103.47,"4,515,059"
6-Jun-18,137.99,138.36,137.23,138.35,103,"3,368,225"
5-Jun-18,136.76,137.74,136.75,137.38,102.29,"2,966,456"
4-Jun-18,136.04,136.87,135.93,136.75,101.82,"3,174,924"
1-Jun-18,136.17,136.56,135.39,135.71,101.04,"4,034,945"
31-May-18,136.53,136.53,134.85,135.1,100.58,"7,144,494"
30-May-18,135.66,136.81,135.58,136.35,101.52,"5,353,951"
29-May-18,136.26,136.61,134.04,135.01,100.52,"4,746,330"
25-May-18,137.57,138.21,137.15,137.32,102.24,"5,140,358"
24-May-18,138.04,138.13,136.66,137.73,102.55,"3,555,040"
23-May-18,138,138.34,137.17,138.31,102.98,"3,618,846"
22-May-18,139.12,139.77,138.62,138.71,103.27,"2,389,064"
21-May-18,138.58,139.62,138.32,139.09,103.56,"3,027,856"
18-May-18,138.12,138.57,137.66,137.74,102.56,"2,805,581"
17-May-18,138.15,138.8,137.45,138.15,102.85,"3,292,494"
16-May-18,137.38,138.65,136.97,138.27,102.95,"3,314,460"
15-May-18,137.19,137.66,136.63,137.42,102.31,"4,277,512"
14-May-18,138.12,138.74,137.8,137.95,102.71,"3,364,041"
11-May-18,137.77,138.48,137.27,137.8,102.6,"3,214,567"
10-May-18,136.85,137.98,136.72,137.9,102.67,"3,898,024"
9-May-18,135.66,136.73,135.07,136.34,101.51,"4,389,016"
8-May-18,136.71,137.2,135.81,136.71,100.67,"5,616,079"
7-May-18,137.67,137.97,136.37,136.92,100.82,"3,825,222"
4-May-18,134.89,138,134.11,137.58,101.31,"4,604,701"
3-May-18,135.88,135.98,133.75,135.75,99.96,"5,249,456"
2-May-18,138.11,138.45,135.82,136.19,100.28,"5,433,865"
1-May-18,138.29,138.64,137.16,138.62,102.08,"4,637,336"
30-Apr-18,140.4,140.9,138.59,138.59,102.05,"4,618,613"
27-Apr-18,140.38,140.77,139.25,140.04,103.12,"3,352,953"
26-Apr-18,140.15,140.88,139.77,140.27,103.29,"4,462,027"
25-Apr-18,139.38,139.96,137.77,139.52,102.74,"7,663,414"
24-Apr-18,140.07,140.82,138.17,139.16,102.47,"5,142,659"
23-Apr-18,138.65,139.54,137.98,139.45,102.68,"5,560,118"
20-Apr-18,141.4,141.46,138.15,138.53,102.01,"8,645,818"
19-Apr-18,142.63,142.65,140.17,141.2,103.98,"8,458,061"
18-Apr-18,145.45,145.92,141.74,142.25,104.75,"21,319,258"
17-Apr-18,151.84,154.88,151.54,153.83,113.28,"10,677,045"
16-Apr-18,151.04,152.14,150.74,150.95,111.15,"4,379,393"
13-Apr-18,151.69,152.22,149.05,149.82,110.32,"4,243,727"
12-Apr-18,149.86,151.99,149.78,151.12,111.28,"5,898,812"
11-Apr-18,147.58,148.93,147.11,148.53,109.37,"3,458,599"
10-Apr-18,148.21,149.71,147.94,148.56,109.39,"3,981,494"
9-Apr-18,145.12,147.86,145.07,145.98,107.49,"4,616,207"
6-Apr-18,146.71,147.18,142.96,143.95,106,"3,841,853"
5-Apr-18,147.65,148.11,146.6,147.26,108.43,"3,331,928"
4-Apr-18,141.39,147.68,140.97,147.34,108.5,"5,026,344"
3-Apr-18,144.17,144.36,141.78,143.26,105.49,"4,325,942"
2-Apr-18,146.6,146.63,141.9,143.47,105.65,"5,387,318"
29-Mar-18,146.34,147.12,144.44,146.68,108.01,"3,577,320"
28-Mar-18,145.38,147.09,145.21,145.81,107.37,"3,833,381"
27-Mar-18,147.18,148.06,144.51,145.23,106.94,"4,062,350"
26-Mar-18,144.56,146.9,143.67,146.63,107.97,"4,292,679"
23-Mar-18,145.55,145.87,142.01,142.34,104.82,"4,645,181"
22-Mar-18,148.18,148.42,145.32,145.4,107.07,"4,964,630"
21-Mar-18,149.68,151.24,149.06,149.8,110.31,"3,642,381"
20-Mar-18,150.59,150.98,148.46,149.33,109.96,"4,536,188"
19-Mar-18,152.69,152.86,149.57,150.43,110.77,"5,734,172"
16-Mar-18,153.02,154.86,152.62,153.21,112.82,"9,688,784"
15-Mar-18,151.73,154.16,151.55,152.59,112.36,"4,048,648"
14-Mar-18,153.13,153.61,150.8,151.17,111.31,"3,798,863"
13-Mar-18,153.05,154.98,151.83,152.31,112.16,"4,378,138"
12-Mar-18,152.62,153.94,151.88,153.21,112.82,"5,296,421"
9-Mar-18,150.54,152.56,150.38,152.3,112.15,"5,253,221"
8-Mar-18,152.01,152.55,148.25,149.34,109.97,"6,752,558"
7-Mar-18,148.18,151.85,147.93,151.36,111.45,"4,819,654"
6-Mar-18,150.36,150.95,148.34,148.87,109.62,"3,855,242"
5-Mar-18,147.34,150.56,146.99,150.05,110.49,"3,839,448"
2-Mar-18,146.07,147.95,145.2,147.7,108.76,"3,411,111"
1-Mar-18,148.69,150.07,146.07,147.05,108.28,"4,225,108"
28-Feb-18,150.57,151.19,148.95,148.98,109.7,"3,978,461"
27-Feb-18,151.49,152.75,149.65,149.67,110.21,"4,432,216"
26-Feb-18,148.96,151.89,148.67,151.61,111.64,"3,776,374"
23-Feb-18,147.51,149,147.29,148.68,109.48,"3,405,881"
22-Feb-18,147.71,148.22,146.07,146.44,107.84,"4,209,732"
21-Feb-18,148.59,149.89,147.13,147.19,108.38,"3,900,116"
20-Feb-18,148.94,149.1,147.1,148.34,109.23,"4,696,122"
16-Feb-18,148.86,150.85,148.84,149.31,109.95,"4,479,913"
15-Feb-18,148.66,149.96,146.94,149.15,109.83,"5,882,286"
14-Feb-18,143.59,148.18,143.4,147.95,108.95,"5,731,034"
13-Feb-18,144.26,144.53,143.06,144.12,106.13,"5,115,986"
12-Feb-18,144.26,145.7,143.69,144.74,106.58,"6,151,944"
9-Feb-18,142.07,143.92,138.05,142.93,105.25,"8,188,402"
8-Feb-18,145.77,146.42,141.01,141.1,103.9,"7,090,939"
7-Feb-18,147.39,148.51,146.54,147.08,107.25,"6,432,063"
6-Feb-18,143.68,148.65,142.55,148.51,108.29,"10,321,614"
5-Feb-18,150.95,151.53,143.4,145.82,106.33,"9,148,944"
2-Feb-18,154.59,154.88,151.88,152.04,110.86,"5,493,487"
1-Feb-18,156.01,156.91,154.78,155.26,113.21,"4,638,173"
31-Jan-18,156.55,157.73,155.6,156.5,114.12,"4,260,149"
30-Jan-18,158.9,159.44,155.98,156.42,114.06,"5,127,806"
29-Jan-18,160.09,160.98,158.71,159.46,116.28,"3,678,782"
26-Jan-18,158.81,160.05,158.5,159.98,116.66,"3,962,143"
25-Jan-18,158.61,159.45,157.93,158.19,115.35,"3,454,415"
24-Jan-18,159.42,161.3,157.57,158.1,115.28,"5,904,670"
23-Jan-18,155.66,158.95,155.36,158.94,115.9,"7,809,645"
22-Jan-18,154.41,156.77,154.02,155.45,113.35,"8,870,917"
19-Jan-18,157.23,158.13,154.21,155.23,113.19,"22,146,435"
18-Jan-18,162.52,163.6,160.76,161.68,117.9,"14,915,228"
17-Jan-18,160.62,161.69,159.9,161.23,117.57,"12,248,660"
16-Jan-18,157.84,158.02,156.17,156.64,114.22,"8,152,733"
12-Jan-18,156.81,157.5,155.86,155.97,113.73,"5,263,367"
11-Jan-18,157.55,157.69,156.12,156.98,114.47,"3,969,047"
10-Jan-18,155.75,157.1,155.35,156.96,114.45,"4,366,109"
9-Jan-18,156.69,157.29,155.89,156.63,114.21,"4,541,523"
8-Jan-18,155.51,156.7,154.59,156.28,113.96,"5,478,425"
5-Jan-18,155.3,155.74,154.02,155.34,113.27,"5,434,807"
4-Jan-18,152.63,155.18,152.36,154.59,112.72,"7,903,785"
3-Jan-18,150.42,152.78,149.46,151.52,110.49,"9,875,914"
2-Jan-18,147.71,148,146.79,147.47,107.53,"4,395,815"
